,Open,High,Low,Close,Volume,Forcast
2023-03-08,77.31999969482422,77.7300033569336,76.11000061035156,76.66000366210938,335930,77.79434967041016
2023-03-09,76.5,78.05999755859375,75.43000030517578,75.72000122070312,349960,77.75344848632812
2023-03-10,75.6500015258789,77.11000061035156,74.7699966430664,76.68000030517578,371834,78.13517761230469
2023-03-13,76.5999984741211,77.47000122070312,72.30000305175781,74.80000305175781,457423,77.57376861572266
2023-03-14,74.69999694824219,74.9000015258789,70.77999877929688,71.33000183105469,432858,77.19670104980469
2023-03-15,71.55999755859375,72.55999755859375,65.65000152587889,67.61000061035156,555164,76.70783996582031
2023-03-16,68.22000122070311,69.37999725341797,65.70999908447266,68.34999847412111,327120,76.33151245117188
2023-03-17,68.26000213623047,69.63999938964844,65.16999816894531,66.73999786376953,152255,76.31819152832031
2023-03-20,66.62000274658203,67.69999694824219,64.12000274658203,67.63999938964844,76873,75.40699005126953
2023-03-21,67.62000274658203,69.59999847412111,66.76999664306639,69.33000183105469,409495,74.74695587158203
2023-03-22,69.48000335693361,71.30999755859375,68.88999938964844,70.9000015258789,337639,74.2022705078125
2023-03-23,69.94999694824219,71.66999816894531,69.13999938964844,69.95999908447266,335241,73.97542572021484
2023-03-24,69.51000213623047,70.37999725341797,66.81999969482422,69.26000213623047,380852,74.18997192382812
2023-03-27,69.41999816894531,73.0999984741211,69.12999725341797,72.80999755859375,353598,73.64190673828125
2023-03-28,72.86000061035156,73.93000030517578,72.19000244140625,73.19999694824219,328472,73.32120513916016
2023-03-29,73.61000061035156,74.37000274658203,72.76000213623047,72.97000122070312,312669,73.10081481933594
2023-03-30,72.9800033569336,74.62999725341797,72.61000061035156,74.37000274658203,269743,73.20729064941406
2023-03-31,74.37000274658203,75.72000122070312,73.7699966430664,75.66999816894531,304361,73.79443359375
2023-04-03,80.0999984741211,81.69000244140625,79.0,80.41999816894531,547126,73.99635314941406
2023-04-04,80.44000244140625,81.80999755859375,79.61000061035156,80.70999908447266,343570,73.9763412475586
2023-04-05,81.01000213623047,81.23999786376953,79.72000122070312,80.61000061035156,254974,74.09513854980469
2023-04-06,80.37000274658203,80.95999908447266,79.6500015258789,80.69999694824219,0,74.45303344726562
2023-04-10,80.5,81.22000122070312,79.61000061035156,79.73999786376953,264906,74.14151763916016
2023-04-11,79.87999725341797,81.58999633789062,79.37000274658203,81.52999877929688,309683,74.16497802734375
2023-04-12,81.44000244140625,83.52999877929688,81.27999877929688,83.26000213623047,356133,74.38096618652344
2023-04-13,83.22000122070312,83.44000244140625,82.11000061035156,82.16000366210938,261230,74.91357421875
2023-04-14,82.4000015258789,83.12000274658203,81.76000213623047,82.5199966430664,275129,75.93850708007812
2023-04-17,82.4800033569336,82.70999908447266,80.47000122070312,80.83000183105469,217048,76.17030334472656
2023-04-18,81.0,81.4800033569336,79.87000274658203,80.86000061035156,96290,76.59355163574219
2023-04-19,80.91999816894531,81.18000030517578,78.45999908447266,79.16000366210938,78310,77.0113754272461
2023-04-20,78.87000274658203,78.88999938964844,76.97000122070312,77.29000091552734,361413,77.60652160644531
2023-04-21,77.12999725341797,78.38999938964844,76.72000122070312,77.87000274658203,291114,78.5435562133789
2023-04-24,77.97000122070312,79.18000030517578,76.72000122070312,78.76000213623047,306720,78.602783203125
2023-04-25,78.73999786376953,79.06999969482422,76.5,77.06999969482422,361646,78.81082916259766
2023-04-26,77.08000183105469,77.93000030517578,74.05000305175781,74.30000305175781,497778,78.88926696777344
2023-04-27,74.37999725341797,75.27999877929688,74.02999877929688,74.76000213623047,345880,79.09635162353516
2023-04-28,74.91000366210938,76.91999816894531,73.93000030517578,76.77999877929688,328399,79.66007232666016
2023-05-01,76.66000366210938,76.69000244140625,74.52999877929688,75.66000366210938,215017,79.2166976928711
2023-05-02,75.76000213623047,76.11000061035156,71.41999816894531,71.66000366210938,417820,78.79009246826172
2023-05-03,71.55999755859375,71.79000091552734,67.94999694824219,68.59999847412111,490523,78.136962890625
2023-05-04,68.16000366210939,69.83999633789061,63.63999938964844,68.55999755859375,412495,77.55718994140625
2023-05-05,68.69999694824219,71.80999755859375,68.48000335693361,71.33999633789062,330585,77.3803939819336
2023-05-08,71.3499984741211,73.69000244140625,71.04000091552734,73.16000366210938,290076,76.3927230834961
2023-05-09,72.83999633789062,73.77999877929688,71.33999633789062,73.70999908447266,317493,75.71918487548828
2023-05-10,73.58000183105469,73.88999938964844,71.80000305175781,72.55999755859375,351506,75.0560073852539
2023-05-11,72.7699966430664,73.5,70.62999725341797,70.87000274658203,365892,74.63613891601562
2023-05-12,71.41999816894531,71.77999877929688,69.93000030517578,70.04000091552734,275435,74.62577819824219
2023-05-15,70.04000091552734,71.69000244140625,69.41000366210939,71.11000061035156,259013,74.18072509765625
2023-05-16,71.31999969482422,71.79000091552734,70.44999694824219,70.86000061035156,232328,73.47349548339844
2023-05-17,70.5999984741211,73.26000213623047,70.04000091552734,72.83000183105469,273708,72.73685455322266
