,Open,High,Low,Close,Volume,Forcast,Forcast_Direction,Real_Direction,Result,diff_right,diff_wrong
2024-08-18,75.41,75.665,75.117,75.257,1038,63.642216,null,null,null,0.0,0.0
2024-08-19,75.267,75.725,73.447,73.679,38147,63.463852,Down,Down,1,0.6129999999999995,0.0
2024-08-20,73.669,74.334,72.523,73.066,38971,62.766987,Down,Down,1,1.3140000000000072,0.0
2024-08-21,73.056,74.09,71.416,71.752,38317,61.968716,Down,Up,0,0.0,1.2660000000000053
2024-08-22,71.751,73.434,71.529,73.018,39082,61.39522,Down,Up,0,0.0,1.8149999999999977
2024-08-23,73.008,74.95,72.746,74.833,35500,61.212147,Down,Up,0,0.0,0.37699999999999534
2024-08-25,74.982,75.259,74.853,75.21,1813,61.537403,Up,Up,1,1.686000000000007,0.0
2024-08-26,75.22,77.322,75.075,76.896,43143,61.761948,Up,Down,0,0.0,1.3760000000000048
2024-08-27,76.886,77.163,75.124,75.52,47193,61.53215,Down,Down,1,1.3699999999999903,0.0
2024-08-28,75.521,75.66,73.577,74.15,59770,61.206448,Down,Up,0,0.0,1.1359999999999957
2024-08-29,74.142,76.455,73.7,75.286,58291,61.09293,Down,Down,1,1.975999999999999,0.0
2024-08-30,75.295,76.137,73.025,73.31,63720,61.17121,Up,Down,0,0.0,0.7289999999999992
2024-09-01,73.151,73.164,72.571,72.581,855,60.449474,Down,Up,0,0.0,0.7279999999999944
2024-09-02,72.589,73.915,72.486,73.309,35159,59.14869,Down,Down,1,3.442999999999998,0.0
2024-09-03,73.312,73.798,69.731,69.866,71201,57.614323,Down,Down,1,0.9689999999999941,0.0
2024-09-04,69.866,71.02,68.469,68.897,78542,56.33495,Down,Up,0,0.0,0.06999999999999318
2024-09-05,68.9,70.356,68.417,68.967,64570,55.557312,Down,Down,1,1.2690000000000055,0.0
2024-09-06,68.964,69.705,66.778,67.698,69222,55.312637,Down,Up,0,0.0,0.14000000000000057
2024-09-08,67.613,67.875,67.546,67.838,1222,55.558342,Up,Up,1,0.37300000000000466,0.0
2024-09-09,67.835,68.398,66.831,68.211,69440,56.148586,Up,Down,0,0.0,2.4440000000000026
2024-09-10,68.217,68.532,64.798,65.767,77109,56.23626,Up,Up,1,0.960000000000008,0.0
2024-09-11,65.764,67.348,65.138,66.727,79960,56.16454,Down,Up,0,0.0,1.9089999999999918
2024-09-12,66.723,69.121,66.707,68.636,67681,56.174244,Up,Down,0,0.0,0.15500000000000114
2024-09-13,68.644,69.531,67.75,68.481,56857,56.409737,Up,Down,0,0.0,0.4719999999999942
2024-09-15,68.328,68.538,68.004,68.009,851,56.969303,Up,Up,1,1.3539999999999992,0.0
2024-09-16,67.999,69.717,67.801,69.363,51014,57.694492,Up,Up,1,0.5930000000000035,0.0
2024-09-17,69.362,70.733,68.589,69.956,47614,57.875324,Up,Down,0,0.0,0.5660000000000025
2024-09-18,69.965,70.333,68.617,69.39,65315,57.856014,Down,Up,0,0.0,1.6189999999999998
2024-09-19,69.38,71.529,69.168,71.009,39771,57.888042,Up,Up,1,0.19499999999999318,0.0
2024-09-20,71.029,71.406,70.343,71.204,33327,58.12651,Up,Down,0,0.0,0.2709999999999866
2024-09-22,71.195,71.275,70.795,70.933,972,58.7185,Up,Down,0,0.0,0.42900000000000205
2024-09-23,70.934,71.691,69.391,70.504,49177,59.44734,Up,Up,1,0.9469999999999885,0.0
2024-09-24,70.504,72.264,70.332,71.451,46866,59.42682,Down,Down,1,1.992999999999995,0.0
2024-09-25,71.461,71.6,69.145,69.458,63414,59.221813,Down,Down,1,2.236000000000004,0.0
2024-09-26,69.468,69.88,66.844,67.222,87980,59.107445,Down,Up,0,0.0,1.2580000000000098
2024-09-27,67.223,68.504,66.942,68.48,68513,59.009125,Down,Down,1,0.375,0.0
2024-09-29,68.397,68.431,67.712,68.105,1872,59.278175,Up,Up,1,0.0519999999999925,0.0
2024-09-30,68.115,69.147,67.42,68.157,72567,59.18718,Down,Up,0,0.0,2.4440000000000026
2024-10-01,68.159,71.709,66.197,70.601,90468,57.79271,Down,Up,0,0.0,0.043000000000006366
2024-10-02,70.603,72.252,69.687,70.644,64562,55.42887,Down,Up,0,0.0,2.972999999999999
2024-10-03,70.634,73.819,70.34,73.617,71425,53.79593,Down,Up,0,0.0,0.5049999999999955
2024-10-04,73.609,75.2,73.218,74.122,68774,52.90385,Down,Down,1,0.5699999999999932,0.0
2024-10-06,73.991,73.991,73.281,73.552,2692,52.767223,Down,Up,0,0.0,3.265999999999991
2024-10-07,73.542,78.01,73.412,76.818,64164,53.486652,Up,Down,0,0.0,3.292999999999992
2024-10-08,76.824,76.978,72.356,73.525,90569,53.96915,Up,Down,0,0.0,0.5970000000000084
2024-10-09,73.535,74.044,71.231,72.928,86953,54.49241,Up,Up,1,2.2520000000000095,0.0
2024-10-10,72.931,75.706,72.921,75.18,67234,55.16025,Up,Down,0,0.0,0.20000000000000284
2024-10-11,75.168,75.505,74.053,74.98,60613,55.99537,Up,Down,0,0.0,1.2760000000000105
2024-10-13,74.422,74.423,73.574,73.704,2921,57.039696,Up,Down,0,0.0,2.4869999999999948
2024-10-14,73.71,74.3,70.943,71.217,67788,58.361965,Up,Down,0,0.0,0.679000000000002
2024-10-15,71.22,71.525,69.298,70.538,77697,58.987667,Up,Down,0,0.0,0.32800000000000296
2024-10-16,70.542,70.772,69.198,70.21,62172,59.376724,Up,Up,1,0.11400000000000432,0.0
2024-10-17,70.211,70.598,68.947,70.324,57520,59.74588,Up,Down,0,0.0,1.453000000000003
2024-10-18,70.329,70.716,68.199,68.871,59628,60.172382,Up,Down,0,0.0,0.045000000000001705
2024-10-20,68.867,69.007,68.462,68.826,1312,60.764782,Up,Up,1,1.163000000000011,0.0
2024-10-21,68.826,70.384,68.544,69.989,35205,61.690933,Up,Up,1,1.426000000000002,0.0
2024-10-22,69.979,72.058,69.335,71.415,46705,61.988434,Up,Down,0,0.0,0.25500000000000966
2024-10-23,71.405,71.681,70.1,71.16,41410,62.04332,Up,Down,0,0.0,0.777000000000001
2024-10-24,71.151,72.281,69.717,70.383,44952,62.09474,Up,Up,1,1.2139999999999986,0.0
2024-10-25,70.373,71.857,69.912,71.597,42412,62.222187,Up,Down,0,0.0,2.9299999999999926
