,Open,High,Low,Close,Volume,Forcast
2023-03-16,68.22000122070311,69.37999725341797,65.70999908447266,68.34999847412111,327120,70.20142364501953
2023-03-17,68.26000213623047,69.63999938964844,65.16999816894531,66.73999786376953,152255,70.08989715576172
2023-03-20,66.62000274658203,67.69999694824219,64.12000274658203,67.63999938964844,76873,68.42903900146484
2023-03-21,67.62000274658203,69.59999847412111,66.76999664306639,69.33000183105469,409495,69.70116424560547
2023-03-22,69.48000335693361,71.30999755859375,68.88999938964844,70.9000015258789,337639,71.06097412109375
2023-03-23,69.94999694824219,71.66999816894531,69.13999938964844,69.95999908447266,335241,71.29143524169922
2023-03-24,69.51000213623047,70.37999725341797,66.81999969482422,69.26000213623047,380852,70.2349853515625
2023-03-27,69.41999816894531,73.0999984741211,69.12999725341797,72.80999755859375,353598,71.1041488647461
2023-03-28,72.86000061035156,73.93000030517578,72.19000244140625,73.19999694824219,328472,72.13420867919922
2023-03-29,73.61000061035156,74.37000274658203,72.76000213623047,72.97000122070312,312669,72.65035247802734
2023-03-30,72.9800033569336,74.62999725341797,72.61000061035156,74.37000274658203,269743,73.16205596923828
2023-03-31,74.37000274658203,75.72000122070312,73.7699966430664,75.66999816894531,304361,74.20433807373047
2023-04-03,80.0999984741211,81.69000244140625,79.0,80.41999816894531,547126,77.0428695678711
2023-04-04,80.44000244140625,81.80999755859375,79.61000061035156,80.70999908447266,343570,77.84973907470703
2023-04-05,81.01000213623047,81.23999786376953,79.72000122070312,80.61000061035156,254974,77.9648666381836
2023-04-06,80.37000274658203,80.95999908447266,79.6500015258789,80.69999694824219,0,78.21754455566406
2023-04-10,80.5,81.22000122070312,79.61000061035156,79.73999786376953,264906,77.6468276977539
2023-04-11,79.87999725341797,81.58999633789062,79.37000274658203,81.52999877929688,309683,78.70136260986328
2023-04-12,81.44000244140625,83.52999877929688,81.27999877929688,83.26000213623047,356133,80.85396575927734
2023-04-13,83.22000122070312,83.44000244140625,82.11000061035156,82.16000366210938,261230,81.4627456665039
2023-04-14,82.4000015258789,83.12000274658203,81.76000213623047,82.5199966430664,275129,81.61981201171875
2023-04-17,82.4800033569336,82.70999908447266,80.47000122070312,80.83000183105469,217048,79.9258041381836
2023-04-18,81.0,81.4800033569336,79.87000274658203,80.86000061035156,96290,79.73050689697266
2023-04-19,80.91999816894531,81.18000030517578,78.45999908447266,79.16000366210938,78310,79.7153549194336
2023-04-20,78.87000274658203,78.88999938964844,76.97000122070312,77.29000091552734,361413,78.72481536865234
2023-04-21,77.12999725341797,78.38999938964844,76.72000122070312,77.87000274658203,291114,78.84056854248047
2023-04-24,77.97000122070312,79.18000030517578,76.72000122070312,78.76000213623047,306720,78.46945190429688
2023-04-25,78.73999786376953,79.06999969482422,76.5,77.06999969482422,361646,78.4222640991211
2023-04-26,77.08000183105469,77.93000030517578,74.05000305175781,74.30000305175781,497778,77.2877197265625
2023-04-27,74.37999725341797,75.27999877929688,74.02999877929688,74.76000213623047,345880,76.30091857910156
2023-04-28,74.91000366210938,76.91999816894531,73.93000030517578,76.77999877929688,328399,77.46329498291016
2023-05-01,76.66000366210938,76.69000244140625,74.52999877929688,75.66000366210938,215017,76.00108337402344
2023-05-02,75.76000213623047,76.11000061035156,71.41999816894531,71.66000366210938,417820,74.63632202148438
2023-05-03,71.55999755859375,71.79000091552734,67.94999694824219,68.59999847412111,490523,71.89968872070312
2023-05-04,68.16000366210939,69.83999633789061,63.63999938964844,68.55999755859375,412495,70.45128631591797
2023-05-05,68.69999694824219,71.80999755859375,68.48000335693361,71.33999633789062,330585,72.29569244384766
2023-05-08,71.3499984741211,73.69000244140625,71.04000091552734,73.16000366210938,290076,72.76195526123047
2023-05-09,72.83999633789062,73.77999877929688,71.33999633789062,73.70999908447266,317493,73.003662109375
2023-05-10,73.58000183105469,73.88999938964844,71.80000305175781,72.55999755859375,351506,72.77977752685547
2023-05-11,72.7699966430664,73.5,70.62999725341797,70.87000274658203,365892,72.100341796875
2023-05-12,71.41999816894531,71.77999877929688,69.93000030517578,70.04000091552734,275435,71.04204559326172
2023-05-15,70.04000091552734,71.69000244140625,69.41000366210939,71.11000061035156,259013,70.01331329345703
2023-05-16,71.31999969482422,71.79000091552734,70.44999694824219,70.86000061035156,232328,70.23158264160156
2023-05-17,70.5999984741211,73.26000213623047,70.04000091552734,72.83000183105469,273708,71.22431182861328
2023-05-18,72.75,72.87000274658203,71.41999816894531,71.86000061035156,80864,71.35130310058594
2023-05-19,71.94000244140625,73.4000015258789,71.02999877929688,71.55000305175781,69949,71.485595703125
2023-05-22,71.69999694824219,72.36000061035156,70.55000305175781,71.98999786376953,263977,70.18211364746094
2023-05-23,72.0999984741211,73.79000091552734,71.70999908447266,72.91000366210938,317586,71.07965850830078
2023-05-24,73.7699966430664,74.7300033569336,73.12999725341797,74.33999633789062,386611,72.19391632080078
2023-05-25,74.20999908447266,74.37000274658203,70.9800033569336,71.83000183105469,422637,71.83982849121094
2023-05-26,71.88999938964844,73.05000305175781,71.48999786376953,72.66999816894531,261498,71.60003662109375
2023-05-30,73.2300033569336,73.55000305175781,69.01999664306639,69.45999908447266,440862,70.45661926269531
2023-05-31,69.62000274658203,69.69000244140625,67.02999877929689,68.08999633789061,444787,68.74899291992188
2023-06-01,67.59999847412111,71.06999969482422,67.51000213623047,70.09999847412111,395393,69.30113220214844
2023-06-02,70.20999908447266,72.16999816894531,70.0,71.73999786376953,322596,70.68634796142578
2023-06-05,75.02999877929688,75.05999755859375,71.7300033569336,72.1500015258789,383943,71.56829833984375
