,Open,High,Low,Close,Volume,Forcast,Forcast_Direction,Real_Direction,Result,diff_right,diff_wrong
2023-03-01,76.8499984741211,77.8499984741211,76.12000274658203,77.69000244140625,342121,70.07188415527344,null,null,null,0.0,0.0
2023-03-02,77.73999786376953,78.58999633789062,77.2300033569336,78.16000366210938,260331,70.5838851928711,Up,Up,1,1.5199966430664062,0.0
2023-03-03,77.88999938964844,79.9000015258789,75.83000183105469,79.68000030517578,374201,72.58063507080078,Up,Up,1,0.779998779296875,0.0
2023-03-06,79.91999816894531,80.62999725341797,78.31999969482422,80.45999908447266,292351,73.97032165527344,Up,Down,0,0.0,2.8799972534179688
2023-03-07,80.5,80.94000244140625,77.05999755859375,77.58000183105469,398241,75.1846923828125,Up,Down,0,0.0,0.9199981689453125
2023-03-08,77.31999969482422,77.7300033569336,76.11000061035156,76.66000366210938,335930,76.35396575927734,Up,Down,0,0.0,0.94000244140625
2023-03-09,76.5,78.05999755859375,75.43000030517578,75.72000122070312,349960,77.10784149169922,Up,Up,1,0.9599990844726562,0.0
2023-03-10,75.6500015258789,77.11000061035156,74.7699966430664,76.68000030517578,371834,78.58929443359375,Up,Down,0,0.0,1.8799972534179688
2023-03-13,76.5999984741211,77.47000122070312,72.30000305175781,74.80000305175781,457423,78.85890197753906,Up,Down,0,0.0,3.470001220703125
2023-03-14,74.69999694824219,74.9000015258789,70.77999877929688,71.33000183105469,432858,78.61576843261719,Down,Down,1,3.720001220703125,0.0
2023-03-15,71.55999755859375,72.55999755859375,65.65000152587889,67.61000061035156,555164,78.0307388305664,Down,Up,0,0.0,0.7399978637695455
2023-03-16,68.22000122070311,69.37999725341797,65.70999908447266,68.34999847412111,327120,77.65596008300781,Down,Down,1,1.6100006103515767,0.0
2023-03-17,68.26000213623047,69.63999938964844,65.16999816894531,66.73999786376953,152255,77.807373046875,Up,Up,1,0.9000015258789062,0.0
2023-03-20,66.62000274658203,67.69999694824219,64.12000274658203,67.63999938964844,76873,76.57408142089844,Down,Up,0,0.0,1.69000244140625
2023-03-21,67.62000274658203,69.59999847412111,66.76999664306639,69.33000183105469,409495,74.95243072509766,Down,Up,0,0.0,1.5699996948242188
2023-03-22,69.48000335693361,71.30999755859375,68.88999938964844,70.9000015258789,337639,73.21983337402344,Down,Down,1,0.94000244140625,0.0
2023-03-23,69.94999694824219,71.66999816894531,69.13999938964844,69.95999908447266,335241,71.90799713134766,Down,Down,1,0.6999969482421875,0.0
2023-03-24,69.51000213623047,70.37999725341797,66.81999969482422,69.26000213623047,380852,71.27974700927734,Down,Up,0,0.0,3.5499954223632812
2023-03-27,69.41999816894531,73.0999984741211,69.12999725341797,72.80999755859375,353598,69.60653686523439,Down,Up,0,0.0,0.3899993896484375
2023-03-28,72.86000061035156,73.93000030517578,72.19000244140625,73.19999694824219,328472,67.5904541015625,Down,Down,1,0.2299957275390625,0.0
2023-03-29,73.61000061035156,74.37000274658203,72.76000213623047,72.97000122070312,312669,65.55399322509766,Down,Up,0,0.0,1.4000015258789062
2023-03-30,72.9800033569336,74.62999725341797,72.61000061035156,74.37000274658203,269743,64.03561401367189,Down,Up,0,0.0,1.2999954223632812
2023-03-31,74.37000274658203,75.72000122070312,73.7699966430664,75.66999816894531,304361,63.38829040527344,Down,Up,0,0.0,4.75
2023-04-03,80.0999984741211,81.69000244140625,79.0,80.41999816894531,547126,62.97190856933594,Down,Up,0,0.0,0.29000091552734375
2023-04-04,80.44000244140625,81.80999755859375,79.61000061035156,80.70999908447266,343570,63.26556777954102,Up,Down,0,0.0,0.09999847412109375
2023-04-05,81.01000213623047,81.23999786376953,79.72000122070312,80.61000061035156,254974,63.66767501831055,Up,Up,1,0.089996337890625,0.0
2023-04-06,80.37000274658203,80.95999908447266,79.6500015258789,80.69999694824219,0,65.07832336425781,Up,Down,0,0.0,0.9599990844726562
2023-04-10,80.5,81.22000122070312,79.61000061035156,79.73999786376953,264906,65.63294219970703,Up,Up,1,1.7900009155273438,0.0
2023-04-11,79.87999725341797,81.58999633789062,79.37000274658203,81.52999877929688,309683,66.14780426025389,Up,Up,1,1.7300033569335938,0.0
2023-04-12,81.44000244140625,83.52999877929688,81.27999877929688,83.26000213623047,356133,66.78429412841797,Up,Down,0,0.0,1.0999984741210938
2023-04-13,83.22000122070312,83.44000244140625,82.11000061035156,82.16000366210938,261230,67.946044921875,Up,Up,1,0.35999298095703125,0.0
2023-04-14,82.4000015258789,83.12000274658203,81.76000213623047,82.5199966430664,275129,69.81426239013672,Up,Down,0,0.0,1.6899948120117188
2023-04-17,82.4800033569336,82.70999908447266,80.47000122070312,80.83000183105469,217048,70.31482696533203,Up,Up,1,0.029998779296875,0.0
2023-04-18,81.0,81.4800033569336,79.87000274658203,80.86000061035156,96290,70.32738494873047,Up,Down,0,0.0,1.6999969482421875
2023-04-19,80.91999816894531,81.18000030517578,78.45999908447266,79.16000366210938,78310,70.09042358398439,Down,Down,1,1.8700027465820312,0.0
2023-04-20,78.87000274658203,78.88999938964844,76.97000122070312,77.29000091552734,361413,70.09071350097656,Up,Up,1,0.5800018310546875,0.0
2023-04-21,77.12999725341797,78.38999938964844,76.72000122070312,77.87000274658203,291114,70.65412902832031,Up,Up,1,0.8899993896484375,0.0
2023-04-24,77.97000122070312,79.18000030517578,76.72000122070312,78.76000213623047,306720,70.00820922851561,Down,Down,1,1.69000244140625,0.0
2023-04-25,78.73999786376953,79.06999969482422,76.5,77.06999969482422,361646,68.92192840576172,Down,Down,1,2.7699966430664062,0.0
2023-04-26,77.08000183105469,77.93000030517578,74.05000305175781,74.30000305175781,497778,67.56967163085939,Down,Up,0,0.0,0.45999908447265625
2023-04-27,74.37999725341797,75.27999877929688,74.02999877929688,74.76000213623047,345880,66.51967620849611,Down,Up,0,0.0,2.0199966430664062
2023-04-28,74.91000366210938,76.91999816894531,73.93000030517578,76.77999877929688,328399,66.15969085693361,Down,Down,1,1.1199951171875,0.0
2023-05-01,76.66000366210938,76.69000244140625,74.52999877929688,75.66000366210938,215017,65.62217712402344,Down,Down,1,4.0,0.0
